Unidad Organizativa;Reporta A;Jerarquía;Línea de Reporte;Nivel Jerárquico Calculado;Unidades que Reportan Directamente;Responsable de Gestión de Otras;Nivel Funcional Esperado;Misión;Tipo de Función;Descripción;Producto Final;Porcentaje Dedicación;Nivel de Reporte;Reporta a;Unidad Superior;Fecha de Aprobación;% Dedicación
Head De Segmentos Empresas;Segmento Empresas;GD;SGP Negocio > Segmento Empresas > Head De Segmentos;3;0;No;Táctico;Coordinar y supervisar el desempeño comercial de los subsegmentos del Segmento Empresas, asegurando el cumplimiento de objetivos comerciales, la ejecución táctica alineada a la estrategia del banco y la articulación de acciones correctivas y de mejora con las áreas clave como Productos, Canales y Regiones.;Indicador;Tasa de crecimiento de ventas por subsegmento empresarial;;;;;;;
Head De Segmentos Empresas;Segmento Empresas;GD;SGP Negocio > Segmento Empresas > Head De Segmentos;3;0;No;Táctico;Coordinar y supervisar el desempeño comercial de los subsegmentos del Segmento Empresas, asegurando el cumplimiento de objetivos comerciales, la ejecución táctica alineada a la estrategia del banco y la articulación de acciones correctivas y de mejora con las áreas clave como Productos, Canales y Regiones.;Indicador;Número de acciones comerciales coordinadas exitosamente;;;;;;;
Head De Segmentos Empresas;Segmento Empresas;GD;SGP Negocio > Segmento Empresas > Head De Segmentos;3;0;No;Táctico;Coordinar y supervisar el desempeño comercial de los subsegmentos del Segmento Empresas, asegurando el cumplimiento de objetivos comerciales, la ejecución táctica alineada a la estrategia del banco y la articulación de acciones correctivas y de mejora con las áreas clave como Productos, Canales y Regiones.;Indicador;Tiempo promedio de respuesta a desvíos comerciales;;;;;;;
Head De Segmentos Empresas;Segmento Empresas;GD;SGP Negocio > Segmento Empresas > Head De Segmentos;3;0;No;Táctico;Coordinar y supervisar el desempeño comercial de los subsegmentos del Segmento Empresas, asegurando el cumplimiento de objetivos comerciales, la ejecución táctica alineada a la estrategia del banco y la articulación de acciones correctivas y de mejora con las áreas clave como Productos, Canales y Regiones.;Indicador;Satisfacción del cliente empresarial por subsegmento;;;;;;;
Head De Segmentos Empresas;Segmento Empresas;GD;SGP Negocio > Segmento Empresas > Head De Segmentos;3;0;No;Táctico;Coordinar y supervisar el desempeño comercial de los subsegmentos del Segmento Empresas, asegurando el cumplimiento de objetivos comerciales, la ejecución táctica alineada a la estrategia del banco y la articulación de acciones correctivas y de mejora con las áreas clave como Productos, Canales y Regiones.;Indicador;ROI de las acciones comerciales por subsegmento;;;;;;;
Head De Segmentos Empresas;Segmento Empresas;GD;SGP Negocio > Segmento Empresas > Head De Segmentos;3;0;No;Táctico;Coordinar y supervisar el desempeño comercial de los subsegmentos del Segmento Empresas, asegurando el cumplimiento de objetivos comerciales, la ejecución táctica alineada a la estrategia del banco y la articulación de acciones correctivas y de mejora con las áreas clave como Productos, Canales y Regiones.;Indicador;Número de tácticas correctivas implementadas;;;;;;;
Head De Segmentos Empresas;Segmento Empresas;GD;SGP Negocio > Segmento Empresas > Head De Segmentos;3;0;No;Táctico;Coordinar y supervisar el desempeño comercial de los subsegmentos del Segmento Empresas, asegurando el cumplimiento de objetivos comerciales, la ejecución táctica alineada a la estrategia del banco y la articulación de acciones correctivas y de mejora con las áreas clave como Productos, Canales y Regiones.;Indicador;Porcentaje de alineación táctica entre subsegmentos empresariales;;;;;;;
Inteligencia Comercial;Segmento Personas;SGD;SGP Negocio > Segmento Personas > Inteligencia Comercial;3;0;No;Táctico;Brindar soporte analítico, segmentado y predictivo al Segmento Personas, a través de la visualización de datos comerciales, la identificación de oportunidades de negocio y la generación de insights que contribuyan a la eficiencia, alineación estratégica y mejora continua de la gestión comercial.;Genérica;Diseñar e implementar tableros comerciales que permitan monitorear la gestión del segmento y sus subsegmentos.;Tablero Comercial Integrado;;;;;;
Inteligencia Comercial;Segmento Personas;SGD;SGP Negocio > Segmento Personas > Inteligencia Comercial;3;0;No;Táctico;Brindar soporte analítico, segmentado y predictivo al Segmento Personas, a través de la visualización de datos comerciales, la identificación de oportunidades de negocio y la generación de insights que contribuyan a la eficiencia, alineación estratégica y mejora continua de la gestión comercial.;Específica;Construir dashboards de gestión comercial, indicadores clave y paneles de monitoreo.;Dashboards de Gestión Comercial;15;;;;;
Inteligencia Comercial;Segmento Personas;SGD;SGP Negocio > Segmento Personas > Inteligencia Comercial;3;0;No;Táctico;Brindar soporte analítico, segmentado y predictivo al Segmento Personas, a través de la visualización de datos comerciales, la identificación de oportunidades de negocio y la generación de insights que contribuyan a la eficiencia, alineación estratégica y mejora continua de la gestión comercial.;Específica;Detectar oportunidades mediante análisis de comportamiento de clientes, canales y productos.;Alertas y Oportunidades Comerciales;15;;;;;
Inteligencia Comercial;Segmento Personas;SGD;SGP Negocio > Segmento Personas > Inteligencia Comercial;3;0;No;Táctico;Brindar soporte analítico, segmentado y predictivo al Segmento Personas, a través de la visualización de datos comerciales, la identificación de oportunidades de negocio y la generación de insights que contribuyan a la eficiencia, alineación estratégica y mejora continua de la gestión comercial.;Específica;Ejecutar segmentaciones avanzadas de clientes, productos y geografías.;Modelos de Segmentación Comercial;15;;;;;
Inteligencia Comercial;Segmento Personas;SGD;SGP Negocio > Segmento Personas > Inteligencia Comercial;3;0;No;Analítico;Brindar soporte analítico, segmentado y predictivo al Segmento Personas, a través de la visualización de datos comerciales, la identificación de oportunidades de negocio y la generación de insights que contribuyan a la eficiencia, alineación estratégica y mejora continua de la gestión comercial.;Genérica;Consolidar información de performance comercial y generar reportes estratégicos segmentados.;Reportes de Inteligencia Comercial;;;;;;
Inteligencia Comercial;Segmento Personas;SGD;SGP Negocio > Segmento Personas > Inteligencia Comercial;3;0;No;Analítico;Brindar soporte analítico, segmentado y predictivo al Segmento Personas, a través de la visualización de datos comerciales, la identificación de oportunidades de negocio y la generación de insights que contribuyan a la eficiencia, alineación estratégica y mejora continua de la gestión comercial.;Específica;Elaborar modelos de propensión, scoring y predicción de comportamiento;Modelos de Scoring y Propensión;15;;;;;
Inteligencia Comercial;Segmento Personas;SGD;SGP Negocio > Segmento Personas > Inteligencia Comercial;3;0;No;Analítico;Brindar soporte analítico, segmentado y predictivo al Segmento Personas, a través de la visualización de datos comerciales, la identificación de oportunidades de negocio y la generación de insights que contribuyan a la eficiencia, alineación estratégica y mejora continua de la gestión comercial.;Específica;Realizar análisis multivariado y estudios ad hoc para decisiones comerciales.;Estudios e Insights por Segmento;15;;;;;
Inteligencia Comercial;Segmento Personas;SGD;Gerencia General > SGP Clientes > Segmento Personas > Inteligencia Comercial;3;0;No;Analítico;Brindar soporte analítico, segmentado y predictivo al Segmento Personas, a través de la visualización de datos comerciales, la identificación de oportunidades de negocio y la generación de insights que contribuyan a la eficiencia, alineación estratégica y mejora continua de la gestión comercial.;Genérica;Aplicar modelos de análisis predictivo y segmentación para identificar desvíos, oportunidades y patrones de comportamiento.;Modelos y Alertas de Decisión Comercial;;;;;;
Inteligencia Comercial;Segmento Personas;SGD;Gerencia General > SGP Clientes > Segmento Personas > Inteligencia Comercial;3;0;No;Analítico;Brindar soporte analítico, segmentado y predictivo al Segmento Personas, a través de la visualización de datos comerciales, la identificación de oportunidades de negocio y la generación de insights que contribuyan a la eficiencia, alineación estratégica y mejora continua de la gestión comercial.;Específica;Generar reportes de performance de campañas, productos y subsegmentos con foco en eficiencia y mejora.;Informes de Performance Segmentada;25;;;;;
Inteligencia Comercial;Segmento Personas;SGD;SGP Negocio > Segmento Personas > Inteligencia Comercial;3;0;No;Táctico;Brindar soporte analítico, segmentado y predictivo al Segmento Personas, a través de la visualización de datos comerciales, la identificación de oportunidades de negocio y la generación de insights que contribuyan a la eficiencia, alineación estratégica y mejora continua de la gestión comercial.;Indicador;Precisión de los modelos predictivos de comportamiento;;;;;;;
Inteligencia Comercial;Segmento Personas;SGD;SGP Negocio > Segmento Personas > Inteligencia Comercial;3;0;No;Táctico;Brindar soporte analítico, segmentado y predictivo al Segmento Personas, a través de la visualización de datos comerciales, la identificación de oportunidades de negocio y la generación de insights que contribuyan a la eficiencia, alineación estratégica y mejora continua de la gestión comercial.;Indicador;Tiempo promedio de generación de reportes de inteligencia comercial;;;;;;;
Inteligencia Comercial;Segmento Personas;SGD;SGP Negocio > Segmento Personas > Inteligencia Comercial;3;0;No;Táctico;Brindar soporte analítico, segmentado y predictivo al Segmento Personas, a través de la visualización de datos comerciales, la identificación de oportunidades de negocio y la generación de insights que contribuyan a la eficiencia, alineación estratégica y mejora continua de la gestión comercial.;Indicador;Número de oportunidades comerciales identificadas y aprovechadas;;;;;;;
Inteligencia Comercial;Segmento Personas;SGD;SGP Negocio > Segmento Personas > Inteligencia Comercial;3;0;No;Táctico;Brindar soporte analítico, segmentado y predictivo al Segmento Personas, a través de la visualización de datos comerciales, la identificación de oportunidades de negocio y la generación de insights que contribuyan a la eficiencia, alineación estratégica y mejora continua de la gestión comercial.;Indicador;Porcentaje de adopción de dashboards por usuarios comerciales;;;;;;;
Inteligencia Comercial;Segmento Personas;SGD;SGP Negocio > Segmento Personas > Inteligencia Comercial;3;0;No;Táctico;Brindar soporte analítico, segmentado y predictivo al Segmento Personas, a través de la visualización de datos comerciales, la identificación de oportunidades de negocio y la generación de insights que contribuyan a la eficiencia, alineación estratégica y mejora continua de la gestión comercial.;Indicador;Calidad de los insights generados (medida por feedback de usuarios);;;;;;;
Inteligencia Comercial;Segmento Personas;SGD;SGP Negocio > Segmento Personas > Inteligencia Comercial;3;0;No;Táctico;Brindar soporte analítico, segmentado y predictivo al Segmento Personas, a través de la visualización de datos comerciales, la identificación de oportunidades de negocio y la generación de insights que contribuyan a la eficiencia, alineación estratégica y mejora continua de la gestión comercial.;Indicador;Tasa de éxito de las segmentaciones comerciales implementadas;;;;;;;
Inteligencia Comercial;Segmento Personas;SGD;SGP Negocio > Segmento Personas > Inteligencia Comercial;3;0;No;Táctico;Brindar soporte analítico, segmentado y predictivo al Segmento Personas, a través de la visualización de datos comerciales, la identificación de oportunidades de negocio y la generación de insights que contribuyan a la eficiencia, alineación estratégica y mejora continua de la gestión comercial.;Indicador;Número de alertas comerciales generadas y su precisión;;;;;;;
Inteligencia Comercial;Segmento Personas;SGD;SGP Negocio > Segmento Personas > Inteligencia Comercial;3;0;No;Táctico;Brindar soporte analítico, segmentado y predictivo al Segmento Personas, a través de la visualización de datos comerciales, la identificación de oportunidades de negocio y la generación de insights que contribuyan a la eficiencia, alineación estratégica y mejora continua de la gestión comercial.;Indicador;ROI de las acciones basadas en inteligencia comercial;;;;;;;
