Unidad Organizativa;Reporta A;Jerarquía;Línea de Reporte;Nivel Jerárquico Calculado;Unidades que Reportan Directamente;Responsable de Gestión de Otras;Nivel Funcional Esperado;Misión;Tipo de Función;Descripción;Producto Final;Porcentaje Dedicación
Canales;Sgp Clientes;SG;Sgp Negocio > Canales;2.0;5;Sí;Táctico-Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Impulsar la innovación tecnológica aplicada a los canales de atención.;Iniciativas de Innovación en Canales;20
Canales;Sgp Clientes;SG;Sgp Negocio > Canales;2.0;5;Sí;Táctico-Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Promover mejoras continuas en los procesos de atención y experiencia del cliente.;Propuestas de Mejora de Procesos de Atención;20
Canales;Sgp Clientes;SG;Sgp Negocio > Canales;2.0;5;Sí;Táctico-Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Gestionar la integración y consistencia entre los distintos canales de atención.;Modelo de Integración Multicanal;10
Banca Internacional;Sgp Clientes;GD;Sgp Negocio > Banca Internacional;3.0;0;No;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Genérica;Establecer políticas y lineamientos para la operatoria internacional. Coordinar con unidades comerciales y operativas para promover el comercio exterior. Gestionar vínculos con bancos corresponsales, organismos multilaterales y redes internacionales.;Estrategia Institucional de Banca Internacional;
Banca Internacional;Sgp Clientes;GD;Sgp Negocio > Banca Internacional;3.0;0;No;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Diseñar y coordinar la estrategia de relaciones internacionales del banco.;Plan de Relaciones Internacionales;20
Banca Internacional;Sgp Clientes;GD;Sgp Negocio > Banca Internacional;3.0;0;No;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Promover convenios y acuerdos con organismos multilaterales y redes bancarias.;Convenios Internacionales;25
Banca Internacional;Sgp Clientes;GD;Sgp Negocio > Banca Internacional;3.0;0;No;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Coordinar la oferta de productos y servicios para comercio exterior.;Productos de Comercio Exterior;30
Banca Internacional;Sgp Clientes;GD;Sgp Negocio > Banca Internacional;3.0;0;No;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Gestionar el vínculo con bancos corresponsales y contrapartes extranjeras.;Relaciones Operativas con Bancos Corresponsales;25
Marketing;Sgp Clientes;GD;Sgp Negocio > Marketing;3.0;4;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Genérica;Definir lineamientos de marca, campañas institucionales y acciones promocionales. Supervisar la ejecución del plan de marketing y coordinar con áreas comerciales y de producto. Asegurar coherencia visual y conceptual en todos los puntos de contacto.;Plan de Marketing y Posicionamiento Institucional;
Marketing;Sgp Clientes;GD;Sgp Negocio > Marketing;3.0;4;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Diseñar campañas institucionales y promocionales multicanal.;Campañas Institucionales Ejecutadas;20
Marketing;Sgp Clientes;GD;Sgp Negocio > Marketing;3.0;4;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Coordinar la ejecución del plan de medios y pauta publicitaria.;Plan de Medios Ejecutado;20
Marketing;Sgp Clientes;GD;Sgp Negocio > Marketing;3.0;4;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Gestionar la identidad visual, el branding y la presencia institucional.;Manual de Marca y Aplicaciones;20
Marketing;Sgp Clientes;GD;Sgp Negocio > Marketing;3.0;4;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Elaborar contenidos y coordinar acciones de comunicación interna y externa.;Contenidos de Comunicación Institucional;20
Marketing;Sgp Clientes;GD;Sgp Negocio > Marketing;3.0;4;Sí;Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Genérica;Coordinar acciones con las áreas de branding, comunicación, alianzas y performance.;Plan de Marketing Integral;
Marketing;Sgp Clientes;GD;Sgp Negocio > Marketing;3.0;4;Sí;Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Monitorear resultados, adecuar estrategias y supervisar acciones de impacto reputacional.;Informe de Desempeño y Reputación de Marca;20
Coordinación Del Negocio Y Datos;Sgp Clientes;SGD;Sgp Negocio > Coordinación del Negocio y Datos;3.0;5;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Genérica;Articular las iniciativas de coordinación del negocio con la estrategia institucional. Gestionar equipos de datos de forma transversal para dar soporte a decisiones de negocio. Impulsar la gobernanza, accesibilidad y uso estratégico de la información.;Modelo de Coordinación y Gestión de Datos;
Coordinación Del Negocio Y Datos;Sgp Clientes;SGD;Sgp Negocio > Coordinación del Negocio y Datos;3.0;5;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Coordinar la gestión operativa transversal del negocio.;Modelo Operativo Coordinado;25
Coordinación Del Negocio Y Datos;Sgp Clientes;SGD;Sgp Negocio > Coordinación del Negocio y Datos;3.0;5;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Gestionar la demanda y uso de datos del negocio con enfoque estratégico.;Agenda Estratégica de Datos de Negocio;25
Coordinación Del Negocio Y Datos;Sgp Clientes;SGD;Sgp Negocio > Coordinación del Negocio y Datos;3.0;5;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Asegurar la implementación de estándares de calidad y gobernanza de datos.;Estándares de Calidad y Gobierno de Datos;25
Coordinación Del Negocio Y Datos;Sgp Clientes;SGD;Sgp Negocio > Coordinación del Negocio y Datos;3.0;5;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Coordinar y gestionar proyectos de análisis de datos de alto impacto.;Proyectos de Analítica Avanzada;25
Coordinación Del Negocio Y Datos;Sgp Clientes;SGD;Sgp Negocio > Coordinación del Negocio y Datos;3.0;5;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Genérica;Supervisar planificación táctica, modelos de datos, gobernanza de información y su alineación con las necesidades del negocio.;Modelo Integrado de Coordinación y Datos;
Operaciones;Sgp Clientes;SGP;Sgp Clientes;1.0;8;Sí;Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Genérica;Liderar la estrategia de negocio comercial asegurando la alineación integral bajo una visión de Cliente en el centro de los equipos de Segmentos, Canales, Productos, Medios de Pago y Marketing.;Plan Maestro de Negocio;
